NodeType,FixDescription,FixID
[Fix],New versions of Servicing Stack Updates are available.,fix_5fbf0ace-b3ba-6b24-eea6-f28f5b64451e_1
[Fix],Microsoft has provided an official fix for the vulnerability. Users are advised to update their systems to the latest version to mitigate the risk.,fix_41c92091-df78-9bda-857c-c0946159cdeb_1
[Fix],Microsoft has provided an official fix for this vulnerability. Users are advised to update their Dynamics Finance and Operations to the latest version to mitigate this issue.,fix_916b9b8b-5cd2-d016-ed79-298412f856c4_1
[Fix],The update fixes the vulnerability by correcting how Microsoft Word handles objects in memory. Users are advised to update their Microsoft Word to the latest version to mitigate this vulnerability.,fix_b0d98ebf-9479-e3b3-d335-86dfb761cf50_1
[Fix],Microsoft has provided an official fix for the vulnerability. Users are advised to update their 3D Viewer software to the latest version to mitigate the risk.,fix_d1f50d59-3b9b-33ed-ca6e-f11c074d8f9f_1
[Fix],The security update addresses the vulnerability by correcting how 3D Viewer handles objects in memory.,fix_3ac15afc-16ce-6ac1-7d47-15e9ade82e89_1
[Fix],"The fix for this vulnerability is to update to the latest version of Microsoft Edge (Chromium-based) which is no longer vulnerable. The version information for this release is Microsoft Edge Version: 116.0.1938.xxx, Date Released: 9/7/2023, Based on Chromium Version: 116.0.5845.179/.180.",fix_b2a6ebd7-7232-1203-9e47-755ee0dae482_1
[Fix],The fix for this vulnerability is to update to the latest version of Microsoft Edge (Chromium-based) which is no longer vulnerable. The version is 116.0.1938.69.,fix_2a89d8fa-4a75-639c-c0ef-b17c30d775ff_1
[Fix],Microsoft has provided an official fix for this vulnerability. Users are advised to update their Microsoft Exchange Server to the latest version to mitigate this vulnerability.,fix_9c178579-e48c-d157-15ee-78f64ae937a3_1
[Fix],The fix for this vulnerability involves updating the security controls to prevent an attacker from executing arbitrary code on the target server.,fix_50073e93-b56f-2a5e-cf9c-d519838df27c_1
[Fix],Temporarily resolve the issue by enabling troubleshooting mode and disabling network protection with Set-MpPreference -EnableNetworkProtection AuditMode.,fix_2bb6fb2e-3e76-af93-8e4d-17e9288fcf41_1
[Fix],"Apply the latest patches from Microsoft, Google, Apache, Service Location Protocol, VMware, Android, Apple, Intel, and Linux to address the vulnerabilities and ensure the security of your systems.",fix_eb897b22-e549-8549-bde1-9414ccc4065c_1
[Fix],Assign the key to configure behavior on Windows 11 or install the Windows 10/8/7 security update (KB2915720). This will prevent the validation of the certificate and allow the security platform to report the executables as signed.,fix_fb97b2f2-4779-9c95-e54a-c28070cfff89_1
[Fix],"Set the registry keys as follows: reg add \""HKLM\Software\Microsoft\Cryptography\Wintrust\Config\"" /v \""EnableCertPaddingCheck\"" /d \""1\"" /t reg_sz /f reg add \""HKLM\Software\Wow6432Node\Microsoft\Cryptography\Wintrust\Config\"" /v \""EnableCertPaddingCheck\"" /d \""1\"" /t reg_sz /f. Then, reboot the system.",fix_b6edc470-cd61-d5ba-45b4-2998d196c3c5_1
[Fix],"The fix involves installing the latest patches provided by the vendor, temporarily restricting or whitelisting HTTP/HTTPS traffic on the affected servers using firewall ACLs, and awaiting further security patches. A free tool has been released to assist in identifying compromised instances of MOVEit, gaining complete visibility into vulnerable MOVEit installations within the network, and seamlessly removing compromised files while applying necessary patches across affected servers using automated scripts.",fix_0d395fc8-aa0f-4488-00c3-59f1a962b465_1
[Fix],"For the Kerberos vulnerability, Microsoft is stepping up to initial enforcement in July. The earlier changes have been to add the capabilities to address the security bypass and audit logging to show if organizations had systems that needed attention to prepare for the change. The October 10, 2023 update will remove the Admin override and default to full enforcement. For the Netlogon vulnerability, Microsoft is stepping up to full enforcement in July. The earlier changes have been to add the capabilities to address the security bypass and audit logging to show if organizations had systems that needed attention to prepare for the change. July’s update will remove the ability to override enforcement and allow compatibility mode for RPC Sealing. After deploying the July update, Netlogon will fully enforce RPC Sealing.",fix_7dcf039f-14dc-dae9-824a-fd22732222df_1
